number_file	percent_coverage	percent_identity	category	Gene	product
HN109_contigs.fa	96.47	83.52	Regulation	fur	  ferric iron uptake transcriptional regulator [Fur (VF0113) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN109_contigs.fa	99.63	82.84	Motility	tcyJ	  cystine ABC transporter substrate-binding protein [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]
HN109_contigs.fa	100	86.67	Motility	fliA	  RNA polymerase sigma factor FliA [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN109_contigs.fa	97.46	80.77	Motility	fliE	  flagellar hook-basal body complex protein FliE [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]
HN109_contigs.fa	100	88.49	Motility	fliG	  flagellar motor switch protein FliG [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN109_contigs.fa	99.13	80.98	Motility	fliI	  flagellum-specific ATP synthase FliI [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]
HN109_contigs.fa	100	84.68	Motility	fliM	  flagellar motor switch protein FliM [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN109_contigs.fa	100	85.99	Motility	fliN	  flagellar motor switch protein FliN [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN109_contigs.fa	99.59	80.65	Motility	fliP	  flagellar biosynthetic protein FliP [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN109_contigs.fa	98.52	81.58	Motility	fliQ	  flagellar export apparatus protein FliQ [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN109_contigs.fa	99.23	80.17	Immune modulation	ugd	  UDP-glucose 6-dehydrogenase [Capsule (VF0560) - Immune modulation (VFC0258)] [Klebsiella pneumoniae KCTC 2242]
HN109_contigs.fa	100	85.08	Immune modulation	gndA	  NADP-dependent phosphogluconate dehydrogenase [Capsule (VF0560) - Immune modulation (VFC0258)] [Klebsiella pneumoniae 342]
HN109_contigs.fa	98.88	83.43	Immune modulation	galF	  GalU regulator GalF [Capsule (VF0560) - Immune modulation (VFC0258)] [Klebsiella pneumoniae 342]
HN109_contigs.fa	99.39	86.09	Regulation	rcsB	  transcriptional regulator RcsB [RcsAB (VF0571) - Regulation (VFC0301)] [Klebsiella pneumoniae subsp. pneumoniae HS11286]
HN109_contigs.fa	100	80.34	Adherence	csgG	  curli production assembly/transport protein CsgG [Agf (VF0103) - Adherence (VFC0001)] [Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7]
HN109_contigs.fa	100	81.97	Motility	flgC	  flagellar basal body rod protein FlgC [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]
HN109_contigs.fa	99.6	80.11	Motility	flgF	  flagellar biosynthesis protein FlgF [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN109_contigs.fa	100	86.97	Motility	flgG	  flagellar basal-body rod protein FlgG [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN109_contigs.fa	99.71	81.6	Motility	flgH	  flagellar basal body L-ring protein FlgH [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]
HN110_contigs.fa	100	80.66	Regulation	phoP	  two-component system response regulator PhoP [PhoPQ (VF0111) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150]
HN110_contigs.fa	100	86.83	Effector delivery system	clpV	  ATP-dependent chaperone ClpB [T6SS-II (VF0783) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
HN110_contigs.fa	99.8	89.73	Regulation	rpoS	  RNA polymerase sigma factor RpoS [RpoS (VF0112) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN110_contigs.fa	99.33	81.63	Nutritional/Metabolic factor	fepA	  outer membrane receptor FepA [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella oxytoca KCTC 1686]
HN110_contigs.fa	99.75	81.95	Antimicrobial activity/Competitive advantage	acrA	  acriflavine resistance protein A [AcrAB (VF0568) - Antimicrobial activity/Competitive advantage (VFC0325)] [Klebsiella oxytoca KCTC 1686]
HN110_contigs.fa	99.14	86.15	Antimicrobial activity/Competitive advantage	acrB	  acriflavine resistance protein B [AcrAB (VF0568) - Antimicrobial activity/Competitive advantage (VFC0325)] [Klebsiella pneumoniae 342]
HN110_contigs.fa	100	82.92	Motility	flhA	  flagellar biosynthesis protein FlhA [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN110_contigs.fa	99.38	83.31	Motility	cheZ	  protein phosphatase CheZ [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN110_contigs.fa	100	84.1	Motility	cheY	  two-component system response regulator [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN110_contigs.fa	100	83.52	Motility	cheB	  chemotaxis response regulator protein-glutamate methylesterase [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN110_contigs.fa	100	82.58	Motility	cheR	  chemotaxis protein-glutamate O-methyltransferase [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN110_contigs.fa	100	83.14	Motility	cheW	  chemotaxis protein CheW [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN110_contigs.fa	100	84.57	Motility	motA	  flagellar motor stator protein MotA [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN110_contigs.fa	99.15	83.62	Motility	flhC	  regulator of flagellar biosynthesis [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN110_contigs.fa	100	86.1	Effector delivery system	tssG	  type VI secretion system baseplate subunit TssG [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]
HN110_contigs.fa	100	90.2	Effector delivery system	tssF	  type VI secretion system baseplate subunit TssF [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca KCTC 1686]
HN110_contigs.fa	88.76	86	Effector delivery system	icmF/tssM	  type VI secretion protein TssM [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca KCTC 1686]
HN110_contigs.fa	89.37	82.72	Effector delivery system	vgrG/tssI	  type VI secretion system tip protein VgrG [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]
HN110_contigs.fa	100	92.48	Effector delivery system	hcp/tssD	  type VI secretion system protein Hcp family [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]
HN110_contigs.fa	98.77	82.92	Effector delivery system	ompA	  OmpA family protein [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca KCTC 1686]
HN110_contigs.fa	100	81.59	Effector delivery system	dotU/tssL	  type VI secretion system protein DotU/TssL family [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]
HN110_contigs.fa	100	81.95	Effector delivery system	vasE/tssK	  type VI secretion system baseplate subunit TssK [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]
HN110_contigs.fa	96.47	83.52	Regulation	fur	  ferric iron uptake transcriptional regulator [Fur (VF0113) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN110_contigs.fa	99.04	84.99	Adherence	ompA	  porin OmpA [Z1307 (VF1158) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933]
HN110_contigs.fa	98.88	83.43	Immune modulation	galF	  GalU regulator GalF [Capsule (VF0560) - Immune modulation (VFC0258)] [Klebsiella pneumoniae 342]
HN110_contigs.fa	100	85.08	Immune modulation	gndA	  NADP-dependent phosphogluconate dehydrogenase [Capsule (VF0560) - Immune modulation (VFC0258)] [Klebsiella pneumoniae 342]
HN110_contigs.fa	99.23	80.17	Immune modulation	ugd	  UDP-glucose 6-dehydrogenase [Capsule (VF0560) - Immune modulation (VFC0258)] [Klebsiella pneumoniae KCTC 2242]
HN110_contigs.fa	98.52	81.58	Motility	fliQ	  flagellar export apparatus protein FliQ [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN110_contigs.fa	99.59	80.65	Motility	fliP	  flagellar biosynthetic protein FliP [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN110_contigs.fa	100	85.99	Motility	fliN	  flagellar motor switch protein FliN [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN110_contigs.fa	100	84.68	Motility	fliM	  flagellar motor switch protein FliM [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN110_contigs.fa	99.13	80.98	Motility	fliI	  flagellum-specific ATP synthase FliI [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]
HN110_contigs.fa	100	88.49	Motility	fliG	  flagellar motor switch protein FliG [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN110_contigs.fa	97.46	80.77	Motility	fliE	  flagellar hook-basal body complex protein FliE [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]
HN110_contigs.fa	100	86.67	Motility	fliA	  RNA polymerase sigma factor FliA [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN110_contigs.fa	99.63	82.84	Motility	tcyJ	  cystine ABC transporter substrate-binding protein [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]
HN110_contigs.fa	99.39	86.09	Regulation	rcsB	  transcriptional regulator RcsB [RcsAB (VF0571) - Regulation (VFC0301)] [Klebsiella pneumoniae subsp. pneumoniae HS11286]
HN110_contigs.fa	100	80.34	Adherence	csgG	  curli production assembly/transport protein CsgG [Agf (VF0103) - Adherence (VFC0001)] [Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7]
HN110_contigs.fa	100	81.97	Motility	flgC	  flagellar basal body rod protein FlgC [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]
HN110_contigs.fa	99.6	80.11	Motility	flgF	  flagellar biosynthesis protein FlgF [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN110_contigs.fa	100	86.97	Motility	flgG	  flagellar basal-body rod protein FlgG [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN110_contigs.fa	99.71	81.6	Motility	flgH	  flagellar basal body L-ring protein FlgH [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]
HN110_contigs.fa	97.62	83.87	Nutritional/Metabolic factor	entA	  23-dihydroxybenzoate-23-dehydrogenase [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae 342]
HN110_contigs.fa	99.53	85.19	Nutritional/Metabolic factor	entB	  23-dihydro-23-dihydroxybenzoate synthetase isochroismatase [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae MGH 78578]
HN110_contigs.fa	99.69	82.2	Nutritional/Metabolic factor	entE	  enterobactin synthase subunit E [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella variicola At-22]
HN110_contigs.fa	92.51	81.96	Nutritional/Metabolic factor	entS	  enterobactin exporter EntS [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella variicola At-22]
HN110_contigs.fa	98.91	82.37	Nutritional/Metabolic factor	fepD	  iron-enterobactin transporter membrane protein [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella oxytoca E718]
HN110_contigs.fa	85.7	82.89	Nutritional/Metabolic factor	fepG	  iron-enterobactin transporter permease [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae 342]
HN110_contigs.fa	98.24	82.76	Nutritional/Metabolic factor	fepC	  iron-enterobactin transporter ATP-binding protein [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae MGH 78578]
HN117_contigs.fa	99.78	81.12	Antimicrobial activity/Competitive advantage	acrB	  acriflavine resistance protein B [AcrAB (VF0568) - Antimicrobial activity/Competitive advantage (VFC0325)] [Klebsiella pneumoniae 342]
HN117_contigs.fa	98.46	88.3	Regulation	rcsB	  transcriptional regulator RcsB [RcsAB (VF0571) - Regulation (VFC0301)] [Klebsiella pneumoniae subsp. pneumoniae MGH 78578]
HN117_contigs.fa	99.49	80.41	Motility	cheY	  two-component system response regulator [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN117_contigs.fa	100	80.99	Motility	flgC	  flagellar basal-body rod protein FlgC [Flagella (VF0394) - Motility (VFC0204)] [Yersinia pestis CO92]
HN117_contigs.fa	98.85	82.82	Motility	flgG	  flagellar basal-body rod protein FlgG [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN117_contigs.fa	91.09	81.93	Motility	fliP	  flagellar biosynthetic protein FliP [Flagella (VF0394) - Motility (VFC0204)] [Yersinia pseudotuberculosis YPIII]
HN117_contigs.fa	99.52	80.24	Motility	fliN	  flagellar motor switch protein FliN [Flagella (VF0394) - Motility (VFC0204)] [Yersinia pseudotuberculosis IP 31758]
HN117_contigs.fa	100	81.49	Motility	fliM	  flagellar motor switch protein FliM [Flagella (VF0394) - Motility (VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
HN117_contigs.fa	100	82.98	Motility	fliG	  flagellar motor switch protein G [Flagella (VF0394) - Motility (VFC0204)] [Yersinia enterocolitica subsp. palearctica 105.5R(r)]
HN117_contigs.fa	99.9	82.67	Regulation	rpoS	  RNA polymerase sigma factor RpoS [RpoS (VF0112) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN117_contigs.fa	98.1	81.58	Effector delivery system	clpV	  ATP-dependent chaperone ClpB [T6SS-II (VF0783) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
HN117_contigs.fa	100	92.33	Effector delivery system	shlA	  hemolysin [ShlA-ShlB (VF1297) - Effector delivery system (VFC0086)] [Serratia marcescens W1436]
HN117_contigs.fa	100	93.69	Effector delivery system	shlB	  hemolysin determinant [ShlA-ShlB (VF1297) - Effector delivery system (VFC0086)] [Serratia marcescens W1436]
HN117_contigs.fa	100	91.41	Nutritional/Metabolic factor	hasB	  unknown protein [HasA (VF1254) - Nutritional/Metabolic factor (VFC0272)] [Serratia marcescens str. SM365]
HN117_contigs.fa	99.7	92.36	Nutritional/Metabolic factor	hasE	  unknown protein [HasA (VF1254) - Nutritional/Metabolic factor (VFC0272)] [Serratia marcescens str. SM365]
HN117_contigs.fa	99.25	91.54	Nutritional/Metabolic factor	hasD	  unknown protein [HasA (VF1254) - Nutritional/Metabolic factor (VFC0272)] [Serratia marcescens str. SM365]
HN117_contigs.fa	100	89.42	Nutritional/Metabolic factor	hasA	  unknown protein [HasA (VF1254) - Nutritional/Metabolic factor (VFC0272)] [Serratia marcescens str. SM365]
HN117_contigs.fa	100	95.37	Nutritional/Metabolic factor	hasR	  unknown protein [HasA (VF1254) - Nutritional/Metabolic factor (VFC0272)] [Serratia marcescens str. SM365]
HN117_contigs.fa	100	92.66	Nutritional/Metabolic factor	hasS	  unknown protein [HasA (VF1254) - Nutritional/Metabolic factor (VFC0272)] [Serratia marcescens str. SM365]
HN117_contigs.fa	100	96.01	Nutritional/Metabolic factor	hasI	  unknown protein [HasA (VF1254) - Nutritional/Metabolic factor (VFC0272)] [Serratia marcescens str. SM365]
HN118_contigs.fa	99.78	81.12	Antimicrobial activity/Competitive advantage	acrB	  acriflavine resistance protein B [AcrAB (VF0568) - Antimicrobial activity/Competitive advantage (VFC0325)] [Klebsiella pneumoniae 342]
HN118_contigs.fa	98.46	88.3	Regulation	rcsB	  transcriptional regulator RcsB [RcsAB (VF0571) - Regulation (VFC0301)] [Klebsiella pneumoniae subsp. pneumoniae MGH 78578]
HN118_contigs.fa	99.9	82.67	Regulation	rpoS	  RNA polymerase sigma factor RpoS [RpoS (VF0112) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN118_contigs.fa	98.1	81.58	Effector delivery system	clpV	  ATP-dependent chaperone ClpB [T6SS-II (VF0783) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
HN118_contigs.fa	100	82.98	Motility	fliG	  flagellar motor switch protein G [Flagella (VF0394) - Motility (VFC0204)] [Yersinia enterocolitica subsp. palearctica 105.5R(r)]
HN118_contigs.fa	100	81.49	Motility	fliM	  flagellar motor switch protein FliM [Flagella (VF0394) - Motility (VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
HN118_contigs.fa	99.52	80.24	Motility	fliN	  flagellar motor switch protein FliN [Flagella (VF0394) - Motility (VFC0204)] [Yersinia pseudotuberculosis IP 31758]
HN118_contigs.fa	91.09	81.93	Motility	fliP	  flagellar biosynthetic protein FliP [Flagella (VF0394) - Motility (VFC0204)] [Yersinia pseudotuberculosis YPIII]
HN118_contigs.fa	98.85	82.82	Motility	flgG	  flagellar basal-body rod protein FlgG [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN118_contigs.fa	100	80.99	Motility	flgC	  flagellar basal-body rod protein FlgC [Flagella (VF0394) - Motility (VFC0204)] [Yersinia pestis CO92]
HN118_contigs.fa	99.49	80.41	Motility	cheY	  two-component system response regulator [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN118_contigs.fa	100	93.69	Effector delivery system	shlB	  hemolysin determinant [ShlA-ShlB (VF1297) - Effector delivery system (VFC0086)] [Serratia marcescens W1436]
HN118_contigs.fa	100	92.33	Effector delivery system	shlA	  hemolysin [ShlA-ShlB (VF1297) - Effector delivery system (VFC0086)] [Serratia marcescens W1436]
HN118_contigs.fa	100	96.01	Nutritional/Metabolic factor	hasI	  unknown protein [HasA (VF1254) - Nutritional/Metabolic factor (VFC0272)] [Serratia marcescens str. SM365]
HN118_contigs.fa	100	92.66	Nutritional/Metabolic factor	hasS	  unknown protein [HasA (VF1254) - Nutritional/Metabolic factor (VFC0272)] [Serratia marcescens str. SM365]
HN118_contigs.fa	100	95.37	Nutritional/Metabolic factor	hasR	  unknown protein [HasA (VF1254) - Nutritional/Metabolic factor (VFC0272)] [Serratia marcescens str. SM365]
HN118_contigs.fa	100	89.42	Nutritional/Metabolic factor	hasA	  unknown protein [HasA (VF1254) - Nutritional/Metabolic factor (VFC0272)] [Serratia marcescens str. SM365]
HN118_contigs.fa	99.25	91.54	Nutritional/Metabolic factor	hasD	  unknown protein [HasA (VF1254) - Nutritional/Metabolic factor (VFC0272)] [Serratia marcescens str. SM365]
HN118_contigs.fa	99.7	92.36	Nutritional/Metabolic factor	hasE	  unknown protein [HasA (VF1254) - Nutritional/Metabolic factor (VFC0272)] [Serratia marcescens str. SM365]
HN118_contigs.fa	100	91.41	Nutritional/Metabolic factor	hasB	  unknown protein [HasA (VF1254) - Nutritional/Metabolic factor (VFC0272)] [Serratia marcescens str. SM365]
HN119_contigs.fa	99.78	81.12	Antimicrobial activity/Competitive advantage	acrB	  acriflavine resistance protein B [AcrAB (VF0568) - Antimicrobial activity/Competitive advantage (VFC0325)] [Klebsiella pneumoniae 342]
HN119_contigs.fa	98.46	88.3	Regulation	rcsB	  transcriptional regulator RcsB [RcsAB (VF0571) - Regulation (VFC0301)] [Klebsiella pneumoniae subsp. pneumoniae MGH 78578]
HN119_contigs.fa	100	92.33	Effector delivery system	shlA	  hemolysin [ShlA-ShlB (VF1297) - Effector delivery system (VFC0086)] [Serratia marcescens W1436]
HN119_contigs.fa	100	93.69	Effector delivery system	shlB	  hemolysin determinant [ShlA-ShlB (VF1297) - Effector delivery system (VFC0086)] [Serratia marcescens W1436]
HN119_contigs.fa	99.9	82.67	Regulation	rpoS	  RNA polymerase sigma factor RpoS [RpoS (VF0112) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN119_contigs.fa	98.1	81.58	Effector delivery system	clpV	  ATP-dependent chaperone ClpB [T6SS-II (VF0783) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
HN119_contigs.fa	99.49	80.41	Motility	cheY	  two-component system response regulator [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN119_contigs.fa	100	80.99	Motility	flgC	  flagellar basal-body rod protein FlgC [Flagella (VF0394) - Motility (VFC0204)] [Yersinia pestis CO92]
HN119_contigs.fa	98.85	82.82	Motility	flgG	  flagellar basal-body rod protein FlgG [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN119_contigs.fa	91.09	81.93	Motility	fliP	  flagellar biosynthetic protein FliP [Flagella (VF0394) - Motility (VFC0204)] [Yersinia pseudotuberculosis YPIII]
HN119_contigs.fa	99.52	80.24	Motility	fliN	  flagellar motor switch protein FliN [Flagella (VF0394) - Motility (VFC0204)] [Yersinia pseudotuberculosis IP 31758]
HN119_contigs.fa	100	81.49	Motility	fliM	  flagellar motor switch protein FliM [Flagella (VF0394) - Motility (VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
HN119_contigs.fa	100	82.98	Motility	fliG	  flagellar motor switch protein G [Flagella (VF0394) - Motility (VFC0204)] [Yersinia enterocolitica subsp. palearctica 105.5R(r)]
HN119_contigs.fa	100	91.41	Nutritional/Metabolic factor	hasB	  unknown protein [HasA (VF1254) - Nutritional/Metabolic factor (VFC0272)] [Serratia marcescens str. SM365]
HN119_contigs.fa	99.7	92.36	Nutritional/Metabolic factor	hasE	  unknown protein [HasA (VF1254) - Nutritional/Metabolic factor (VFC0272)] [Serratia marcescens str. SM365]
HN119_contigs.fa	99.25	91.54	Nutritional/Metabolic factor	hasD	  unknown protein [HasA (VF1254) - Nutritional/Metabolic factor (VFC0272)] [Serratia marcescens str. SM365]
HN119_contigs.fa	100	89.42	Nutritional/Metabolic factor	hasA	  unknown protein [HasA (VF1254) - Nutritional/Metabolic factor (VFC0272)] [Serratia marcescens str. SM365]
HN119_contigs.fa	100	95.37	Nutritional/Metabolic factor	hasR	  unknown protein [HasA (VF1254) - Nutritional/Metabolic factor (VFC0272)] [Serratia marcescens str. SM365]
HN119_contigs.fa	100	92.66	Nutritional/Metabolic factor	hasS	  unknown protein [HasA (VF1254) - Nutritional/Metabolic factor (VFC0272)] [Serratia marcescens str. SM365]
HN119_contigs.fa	100	96.01	Nutritional/Metabolic factor	hasI	  unknown protein [HasA (VF1254) - Nutritional/Metabolic factor (VFC0272)] [Serratia marcescens str. SM365]
HN120_contigs.fa	98.75	85.51	Adherence	ompA	  porin OmpA [Z1307 (VF1158) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933]
HN120_contigs.fa	100	80.69	Adherence	csgG	  curli production assembly/transport protein CsgG [Agf (VF0103) - Adherence (VFC0001)] [Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7]
HN120_contigs.fa	100	81.48	Motility	flgC	  flagellar basal body rod protein FlgC [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]
HN120_contigs.fa	100	87.36	Motility	flgG	  flagellar basal-body rod protein FlgG [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN120_contigs.fa	99.71	80.17	Motility	flgH	  flagellar basal body L-ring protein FlgH [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]
HN120_contigs.fa	97.27	80.28	Motility	flgI	  flagellar biosynthesis protein FlgA [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN120_contigs.fa	100	81.63	Regulation	phoP	  response regulator in two-component regulatory system with PhoQ [PhoPQ (VF0111) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN120_contigs.fa	100	82.39	Motility	flhA	  flagellar biosynthesis protein FlhA [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN120_contigs.fa	99.38	81.9	Motility	cheZ	  protein phosphatase CheZ [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN120_contigs.fa	100	84.61	Motility	cheY	  two-component system response regulator [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN120_contigs.fa	100	83.52	Motility	cheB	  chemotaxis response regulator protein-glutamate methylesterase [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN120_contigs.fa	100	81.43	Motility	cheR	  chemotaxis protein-glutamate O-methyltransferase [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN120_contigs.fa	99.8	82.31	Motility	cheW	  chemotaxis protein CheW [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN120_contigs.fa	100	83.9	Motility	motA	  flagellar motor stator protein MotA [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN120_contigs.fa	99.15	84.83	Motility	flhC	  regulator of flagellar biosynthesis [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
HN120_contigs.fa	99.63	83.71	Motility	tcyJ	  cystine ABC transporter substrate-binding protein [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]
HN120_contigs.fa	100	87.08	Motility	fliA	  RNA polymerase sigma factor FliA [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
