internal_id	seq_run	seq_sumission_date	data_return_date	internal_date_isolate_received	source_lab	isolation_date	sample_location	sample_location_lat	sample_location_lon	sample_source	lab_field_derived	host_species_non_mosquito	life_stage_non_mosquito	sex_non_mosquito	tissue_non_mosquito	mosquito_species	mosquito_strain_lab*	mosquito_life_stage	mosquito_sex	mosquito_female_feeding_status	mosquito_tissue	confirmed_growth_media	confirmed_growth_temp	completeness	contamination	genome_size_bp	number_contigs	mean_contig_length_bp	longest_contig_bp	gc	number_predicted_genes	n50	total_reads	avg_coverage	gtdb_domain	gtdb_parent	gtbd_class	gtdb_order	gtdb_family	gtdb_genus	gtdb_species	fastani_reference	fastani_ani...45	fastani_af...46	fastani_ani...49	fastani_af...50	assembly_accession	WGS	BioSample
AS091	UW-1	29-Sep-21	01-Nov-21	NA	Coon_Kerri	25-Aug-20	"Cook_County,IL,USA;North_America"	42.085516	-87.964762	mosquito_larval_water	field	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R2A	28	99.77	0.1	4831822	50	96636	1324318	55.4	4499	556362	5551385	169	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei_A	GCF_001729745.1	95.86	0.9	95.86	0.9	GCA_037152435.1	JBBCMF000000000	SAMN37642609
AS093	UW-1	29-Sep-21	01-Nov-21	NA	Coon_Kerri	25-Aug-20	"Cook_County,IL,USA;North_America"	42.084511	-87.963524	mosquito_larval_water	field	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R2A	28	99.81	0	5084370	37	137415	1375489	59.8	4720	530606	5632242	163	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia marcescens	GCF_017299535.1	98.68	0.94	98.68	0.94	GCA_037152395.1	JBBCMG000000000	SAMN37642610
AS096	UW-1	29-Sep-21	01-Nov-21	NA	Coon_Kerri	25-Aug-20	"Cook_County,IL,USA;North_America"	42.084511	-87.963524	mosquito_larval_water	field	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R2A	28	99.96	0	3508081	59	59459	674056	38.3	3321	212075	3775478	159	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter beijerinckii	GCF_000369005.1	96.72	0.91	96.72	0.91	GCA_037152375.1	JBBCMH000000000	SAMN37642611
AS113	UW-1	29-Sep-21	01-Nov-21	NA	Coon_Kerri	20-Sep-20	"Madison,WI,USA;North_America"	43.075	-89.417	mosquito_larval_water	lab	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R2A	28	99.99	0.94	4990055	88	56705	454838	54.6	4700	242912	5346556	158	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cedecea	Cedecea sp000277545	GCF_000277545.1	98.84	0.95	98.84	0.95	GCA_037152415.1	JBBCMI000000000	SAMN37642612
AS116	UW-1	29-Sep-21	01-Nov-21	NA	Coon_Kerri	20-Sep-20	"Cook_County,IL,USA;North_America"	42.08348817	-87.9549873	mosquito_larval_water	field	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R2A	28	100	0	3323739	189	17585	653824	38.5	3262	325545	3748717	167	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter junii	GCF_000368765.1	97.39	0.85	97.39	0.85	GCA_037152355.1	JBBCMJ000000000	SAMN37642613
AS124	UW-1	29-Sep-21	01-Nov-21	NA	Coon_Kerri	02-Oct-20	"Madison,WI,USA;North_America"	43.075	-89.417	mosquito_larval_water	lab	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	APW	28	99.07	0.04	4737567	76	62336	728456	56	4416	354441	4452984	139	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii	GCF_001729805.1	98.31	0.92	98.31	0.92	GCA_037152295.1	JBBCMK000000000	SAMN37642614
AS126	UW-1	29-Sep-21	01-Nov-21	NA	Coon_Kerri	02-Oct-20	"Cook_County,IL,USA;North_America"	42.0820436	-87.95376453	mosquito_larval_water	field	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R2A	28	99.28	0.33	3844711	79	48667	1774414	56	3557	407278	5820237	224	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea eucrina_A	GCF_001691555.1	99.26	0.95	99.26	0.95	GCA_037152255.1	JBBCML000000000	SAMN37642615
AS129	UW-1	29-Sep-21	01-Nov-21	NA	Coon_Kerri	08-Oct-20	"Cook_County,IL,USA;North_America"	42.0845387	-87.956346	mosquito_larval_water	field	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R2A	28	100	0.19	4887144	70	69816	2129047	55.1	4494	649680	4879488	147	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea agglomerans	GCF_001598475.1	98.46	0.94	98.46	0.94	GCA_037152335.1	JBBCMM000000000	SAMN37642616
AS139	UW-1	29-Sep-21	01-Nov-21	NA	Coon_Kerri	14-Oct-20	"Cook_County,IL,USA;North_America"	42.084493	-87.966033	mosquito_larval_water	field	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R2A	28	100	0.44	4828431	89	54252	1049147	55	4436	432218	5145554	158	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea agglomerans	GCF_001598475.1	98.08	0.94	98.08	0.94	GCA_037152265.1	JBBCMN000000000	SAMN37642617
AS142	UW-1	29-Sep-21	01-Nov-21	NA	Coon_Kerri	14-Oct-20	"Cook_County,IL,USA;North_America"	42.08304237	-87.9538315	mosquito_larval_water	field	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R2A	28	100	0.3	4699479	62	75798	1009145	54.3	4387	303619	5523413	174	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	NA	N/A	N/A	N/A	N/A	N/A	GCA_037152305.1	JBBCMO000000000	SAMN37642618
AS167	UW-1	29-Sep-21	01-Nov-21	NA	Coon_Kerri	12-Jan-21	"Madison,WI,USA;North_America"	43.075	-89.417	non_mosquito_Diptera_host	lab	Musca_domestica	larvae	unk	whole_body	NA	NA	NA	NA	NA	whole_body	R2A	28	99.93	1.23	4370714	95	46007	699781	37.7	4058	371111	5178607	175	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	NA	N/A	N/A	N/A	N/A	N/A	GCA_037152175.1	JBBCMP000000000	SAMN37642619
AS170	UW-1	29-Sep-21	01-Nov-21	NA	Coon_Kerri	12-Jan-21	"Madison,WI,USA;North_America"	43.075	-89.417	non_mosquito_Diptera_host	lab	Musca_domestica	pupae	unk	whole_body	NA	NA	NA	NA	NA	whole_body	YPD	28	99.86	0.22	5301274	40	132531	1097923	59.1	4933	603023	5453949	152	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia bockelmannii	GCF_000513215.1	99.01	0.95	99.01	0.95	GCA_037152155.1	JBBCMQ000000000	SAMN37642620
AS183	UW-1	29-Sep-21	01-Nov-21	NA	Coon_Kerri	13-Jul-05	"Madison,WI,USA;North_America"	43.075	-89.417	non_mosquito_Diptera_host	lab	Musca_domestica	larvae	unk	whole_body	NA	NA	NA	NA	NA	whole_body	BHI	28	99.67	0.2	4658682	44	105879	2532842	54.8	4374	2532842	4516328	142	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	UBA7405	UBA7405 sp000755535	GCF_017348915.1	98.61	0.92	98.61	0.92	GCA_037152215.1	JBBCMR000000000	SAMN37642621
AS209	UW-2	07-Jul-22	19-Aug-22	NA	Coon_Kerri	17-Jun-22	"Madison,WI,USA;North_America"	43.075	-89.417	non_mosquito_Diptera_environment	field	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MacConkey	28	99.99	1.05	5219086	127	41095	492818	55.7	4870	203830	3802245	108	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella ornithinolytica	GCF_001598295.1	99.5	0.94	99.5	0.94	GCA_037152235.1	JBBCMS000000000	SAMN37642672
AS212	UW-2	07-Jul-22	19-Aug-22	NA	Coon_Kerri	17-Jun-22	"Arlington,WI,USA;North_America"	43.338506	-89.376695	non_mosquito_Diptera_host	field	Stomoxys_sp	adults	unk	whole_body	NA	NA	NA	NA	NA	whole_body	BHI	28	99.92	0.07	4548882	61	74571	1542639	55.4	4207	499122	4233871	138	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei_A	GCF_001729745.1	95.95	0.92	95.95	0.92	GCA_037152165.1	JBBCMT000000000	SAMN37642673
AS214	UW-2	07-Jul-22	19-Aug-22	NA	Coon_Kerri	17-Jun-22	"Arlington,WI,USA;North_America"	43.338506	-89.376695	non_mosquito_Diptera_host	field	Stomoxys_sp	adults	unk	whole_body	NA	NA	NA	NA	NA	whole_body	MacConkey	28	99.81	0	5029827	41	122678	2777308	59.8	4664	2777308	3579848	105	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia marcescens	GCF_017299535.1	98.49	0.95	98.49	0.95	GCA_037152115.1	JBBCMU000000000	SAMN37642674
AS216	UW-2	07-Jul-22	19-Aug-22	NA	Coon_Kerri	17-Jun-22	"Madison,WI,USA;North_America"	43.075	-89.417	non_mosquito_Diptera_host	field	Stomoxys_sp	adults	unk	whole_body	NA	NA	NA	NA	NA	whole_body	BHI	28	98.32	0.57	4305480	89	48376	1120944	56.5	4021	747282	4303833	147	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pseudescherichia	Pseudescherichia sp002298805	GCF_007680145.1	98.75	0.94	98.75	0.94	GCA_037152055.1	JBBCMV000000000	SAMN37642675
AS218	UW-2	07-Jul-22	19-Aug-22	NA	Coon_Kerri	22-Jun-22	"Arlington,WI,USA;North_America"	43.338506	-89.376695	non_mosquito_Diptera_host	field	Stomoxys_sp	adults	unk	whole_body	NA	NA	NA	NA	NA	whole_body	BHI	28	99.44	1.39	2809345	59	47616	1347996	32.6	2638	330405	2970004	157	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus xylosus	GCF_002732165.1	97.81	0.95	97.81	0.95	GCA_037152065.1	JBBCMW000000000	SAMN37642676
AS222	UW-2	07-Jul-22	19-Aug-22	NA	Coon_Kerri	22-Jun-22	"Madison,WI,USA;North_America"	43.075	-89.417	non_mosquito_Diptera_host	field	Stomoxys_sp	adults	unk	whole_body	NA	NA	NA	NA	NA	whole_body	BHI	28	99.81	0	5207442	53	98253	1712926	59.9	4800	1225085	4018954	114	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia marcescens_K	GCF_002220655.1	99.01	0.95	99.01	0.95	GCA_037152125.1	JBBCMX000000000	SAMN37642677
AS224	UW-2	07-Jul-22	19-Aug-22	NA	Coon_Kerri	22-Jun-22	"Arlington,WI,USA;North_America"	43.338506	-89.376695	non_mosquito_Diptera_host	field	Stomoxys_sp	adults	unk	whole_body	NA	NA	NA	NA	NA	whole_body	BHI	28	99.45	2.39	2709902	29	93444	936615	32.5	2682	574332	3216175	177	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Mammaliicoccus	Mammaliicoccus sciuri	GCF_002901825.1	97.52	0.94	97.52	0.94	GCA_037152095.1	JBBCMY000000000	SAMN37642678
AS230	UW-2	07-Jul-22	19-Aug-22	NA	Coon_Kerri	22-Jun-22	"Arlington,WI,USA;North_America"	43.338506	-89.376695	non_mosquito_Diptera_host	field	Stomoxys_sp	adults	unk	whole_body	NA	NA	NA	NA	NA	whole_body	MacConkey	28	100	0.39	5216318	71	73469	1193496	54.9	4883	712980	4133430	117	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella aerogenes	GCF_000215745.1	96.18	0.92	96.18	0.92	GCA_037152035.1	JBBCMZ000000000	SAMN37642679
AS231	UW-2	07-Jul-22	19-Aug-22	NA	Coon_Kerri	22-Jun-22	"Arlington,WI,USA;North_America"	43.338506	-89.376695	non_mosquito_Diptera_host	field	Stomoxys_sp	adults	unk	whole_body	NA	NA	NA	NA	NA	whole_body	MacConkey	28	99.9	0.07	4685577	110	42596	465200	52.2	4418	201213	4242744	133	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	GCF_000006945.2	98.45	0.92	98.45	0.92	GCA_037151995.1	JBBCNA000000000	SAMN37642680
AS234	UW-2	07-Jul-22	19-Aug-22	NA	Coon_Kerri	22-Jun-22	"Arlington,WI,USA;North_America"	43.338506	-89.376695	non_mosquito_Diptera_host	field	Stomoxys_sp	adults	unk	whole_body	NA	NA	NA	NA	NA	whole_body	MacConkey	28	100	0	3974261	56	70968	1304351	37.9	3628	247386	3435364	128	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Proteus	Proteus cibarius	GCF_011045835.1	99.53	0.92	99.53	0.92	GCA_037152015.1	JBBCNB000000000	SAMN37642681
AS235	UW-2	07-Jul-22	19-Aug-22	NA	Coon_Kerri	22-Jun-22	"Madison,WI,USA;North_America"	43.075	-89.417	non_mosquito_Diptera_host	field	Stomoxys_sp	adults	unk	whole_body	NA	NA	NA	NA	NA	whole_body	MacConkey	28	99.97	0.33	4989989	176	28352	393031	50.6	4759	194987	5480947	163	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	GCF_003697165.2	96.7	0.83	96.7	0.83	GCA_037151975.1	JBBCNC000000000	SAMN37642682
HN003	UW-1	29-Sep-21	01-Nov-21	NA	Coon_Kerri	08-Feb-21	"Cook_County,IL,USA;North_America"	unk	unk	mosquito_larval_water	field	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R2A	28	100	0.68	5071515	75	67620	538138	54.9	4728	348912	4693065	137	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea agglomerans	GCF_001598475.1	98.41	0.95	98.41	0.95	GCA_037151955.1	JBBCND000000000	SAMN37642622
HN007	UW-1	29-Sep-21	01-Nov-21	NA	Coon_Kerri	02-Mar-21	"Madison,WI,USA;North_America"	43.075	-89.417	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	Liverpool	adults	female	non_blood_fed	midgut	YPD	28	99.07	0.04	4772970	82	58206	763055	56	4466	281973	4652594	144	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii	GCF_001729805.1	98.28	0.91	98.28	0.91	GCA_037151915.1	JBBCNE000000000	SAMN37642623
HN010	UW-1	29-Sep-21	01-Nov-21	NA	Coon_Kerri	02-Mar-21	"Madison,WI,USA;North_America"	43.075	-89.417	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	Liverpool	adults	female	non_blood_fed	midgut	YPD	28	100	0	3453119	60	57551	798533	59.2	3130	485741	5945782	255	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Asaia	NA	N/A	N/A	N/A	N/A	N/A	GCA_037151935.1	JBBCNF000000000	SAMN37642624
HN019	UW-1	29-Sep-21	01-Nov-21	NA	Coon_Kerri	15-Apr-21	"Cook_County,IL,USA;North_America"	42.08275985	-87.954972	mosquito_larval_water	field	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R2A	28	100	0.49	4739213	64	74050	2243839	54.3	4407	567183	3949777	118	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea eucalypti	GCF_009646115.1	99.06	0.96	99.06	0.96	GCA_037151895.1	JBBCNG000000000	SAMN37642625
HN020	UW-1	29-Sep-21	01-Nov-21	NA	Coon_Kerri	15-Apr-21	"Cook_County,IL,USA;North_America"	42.08275985	-87.954972	mosquito_larval_water	field	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R2A	28	100	0.34	3589279	41	87543	818565	41.5	3412	432312	4606404	181	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter johnsonii	GCF_000368045.1	95.44	0.83	95.44	0.83	GCA_037151875.1	JBBCNH000000000	SAMN37642626
HN022	UW-1	29-Sep-21	01-Nov-21	NA	Coon_Kerri	15-Apr-21	"Cook_County,IL,USA;North_America"	42.08195568	-87.95507262	mosquito_larval_water	field	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R2A	28	100	0.36	4939142	73	67659	1575888	55.1	4555	539596	3793692	111	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea agglomerans	GCF_001598475.1	98.51	0.95	98.51	0.95	GCA_037151835.1	JBBCNI000000000	SAMN37642627
HN028	UW-1	29-Sep-21	01-Nov-21	NA	Coon_Kerri	15-Apr-21	"Cook_County,IL,USA;North_America"	42.08195568	-87.95507262	mosquito_larval_water	field	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R2A	28	99.67	0.08	4577781	47	97399	946278	52.9	4298	380321	4217216	132	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Lelliottia	Lelliottia amnigena	GCA_900635465.1	98.74	0.95	98.74	0.95	GCA_037151855.1	JBBCNJ000000000	SAMN37642628
HN034	UW-1	29-Sep-21	01-Nov-21	NA	Coon_Kerri	30-Apr-21	"Cook_County,IL,USA;North_America"	42.087311	-87.966006	mosquito_larval_water	field	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R2A	28	100	1.28	3810513	115	33134	1124328	38.9	3617	962337	3709498	137	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter pittii_H	GCF_002928115.1	96.87	0.93	96.87	0.93	GCA_037151785.1	JBBCNK000000000	SAMN37642629
HN037	UW-1	29-Sep-21	01-Nov-21	NA	Coon_Kerri	30-Apr-21	"Cook_County,IL,USA;North_America"	42.085377	-87.965992	mosquito_larval_water	field	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R2A	28	99.6	0.46	4741188	74	64070	1676212	55.8	4354	696606	4100682	123	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Leclercia	Leclercia adecarboxylata	GCA_901472455.1	98.44	0.96	98.44	0.96	GCA_037151815.1	JBBCNL000000000	SAMN37642630
HN039	UW-1	29-Sep-21	01-Nov-21	NA	Coon_Kerri	30-Apr-21	"Cook_County,IL,USA;North_America"	42.084493	-87.966033	mosquito_larval_water	field	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R2A	28	99.81	0	4980970	29	171757	3038306	59.8	4600	3038306	4406513	127	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia marcescens	GCF_017299535.1	98.56	0.94	98.56	0.94	GCA_037151775.1	JBBCNM000000000	SAMN37642631
HN041	UW-1	29-Sep-21	01-Nov-21	NA	Coon_Kerri	30-Apr-21	"Cook_County,IL,USA;North_America"	42.085391	-87.964793	mosquito_larval_water	field	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R2A	28	100	0.82	4010548	128	31332	1365909	38.7	3805	1159589	3698637	131	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter pittii_H	GCF_002928115.1	96.75	0.92	96.75	0.92	GCA_037151735.1	JBBCNN000000000	SAMN37642632
HN047	UW-1	29-Sep-21	01-Nov-21	NA	Coon_Kerri	13-Jul-05	"Madison,WI,USA;North_America"	43.075	-89.417	mosquito_larval_water	lab	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LB	28	99.69	0.66	3797551	81	46883	453183	38.3	3701	358797	5142831	201	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter modestus	GCF_014636095.1	96.89	0.87	96.89	0.87	GCA_037151745.1	JBBCNO000000000	SAMN37642633
HN049	UW-1	29-Sep-21	01-Nov-21	NA	Coon_Kerri	13-Jul-05	"Madison,WI,USA;North_America"	43.075	-89.417	mosquito_larval_water	lab	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LB	28	99.07	0.04	4771698	74	64482	728456	56	4465	292745	5580693	173	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii	GCF_001729805.1	98.31	0.91	98.31	0.91	GCA_037151655.1	JBBCNP000000000	SAMN37642634
HN059	UW-1	29-Sep-21	01-Nov-21	NA	Coon_Kerri	13-Jul-05	"Cook_County,IL,USA;North_America"	42.085391	-87.964793	mosquito_larval_water	field	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R2A	28	100	0.5	3907018	131	29824	1089556	38.9	3751	496586	3602382	130	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter pittii_H	GCF_002928115.1	96.7	0.9	96.7	0.9	GCA_037151695.1	JBBCNQ000000000	SAMN37642635
HN065	UW-1	29-Sep-21	01-Nov-21	NA	Coon_Kerri	13-Jul-05	"Madison,WI,USA;North_America"	43.075	-89.417	mosquito_larval_water	lab	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LB	28	99.07	0.04	4773022	83	57506	728456	56	4467	281973	3787730	112	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii	GCF_001729805.1	98.31	0.91	98.31	0.91	GCA_037151675.1	JBBCNR000000000	SAMN37642636
HN067	UW-1	29-Sep-21	01-Nov-21	NA	Coon_Kerri	13-Jul-05	"Madison,WI,USA;North_America"	43.075	-89.417	mosquito_larval_water	lab	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LB	28	100	0.41	4083460	180	22685	487419	38.8	3947	204748	3919068	137	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter pittii	GCF_000369045.1	96.92	0.93	96.92	0.93	GCA_037151715.1	JBBCNS000000000	SAMN37642637
HN068	UW-1	29-Sep-21	01-Nov-21	NA	Coon_Kerri	13-Jul-05	"Madison,WI,USA;North_America"	43.075	-89.417	mosquito_larval_water	lab	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LB	28	99.96	0.55	3905531	78	50070	721982	38.3	3849	373175	4027290	146	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter modestus	GCF_014636095.1	96.89	0.9	96.89	0.9	GCA_037151635.1	JBBCNT000000000	SAMN37642638
HN069	UW-1	29-Sep-21	01-Nov-21	NA	Coon_Kerri	13-Jul-05	"Madison,WI,USA;North_America"	43.075	-89.417	mosquito_larval_water	lab	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LB	28	99.97	0.53	4855634	101	48075	586187	55.8	4553	319311	4036317	119	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B	GCF_007035645.1	98.24	0.91	98.24	0.91	GCA_037151575.1	JBBCNU000000000	SAMN37642639
HN071	UW-1	29-Sep-21	01-Nov-21	NA	Coon_Kerri	13-Jul-05	"Madison,WI,USA;North_America"	43.075	-89.417	mosquito_larval_water	lab	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R2A	28	100	0.41	4085414	190	21502	487210	38.8	3953	204748	3680913	128	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter pittii	GCF_000369045.1	96.94	0.93	96.94	0.93	GCA_037151555.1	JBBCNV000000000	SAMN37642640
HN073	UW-1	29-Sep-21	01-Nov-21	NA	Coon_Kerri	13-Jul-05	"Madison,WI,USA;North_America"	43.075	-89.417	mosquito_larval_water	lab	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R2A	28	99.97	0.53	4850928	119	40764	586187	55.8	4558	281608	3894183	114	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B	GCF_007035645.1	98.23	0.91	98.23	0.91	GCA_037151615.1	JBBCNW000000000	SAMN37642641
HN079	UW-1	29-Sep-21	01-Nov-21	NA	Coon_Kerri	13-Jul-05	"Madison,WI,USA;North_America"	43.075	-89.417	mosquito	lab	NA	NA	NA	NA	Culex_pipiens	Iowa	adults	female	non_blood_fed	midgut	R2A	28	99.98	0.32	5767174	170	33924	378099	53.4	5347	155842	5254907	135	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Chania	Chania oryzae	GCF_001976145.1	96.63	0.85	96.63	0.85	GCA_037151595.1	JBBCNX000000000	SAMN37642642
HN087	UW-2	07-Jul-22	19-Aug-22	NA	Coon_Kerri	13-Jul-05	"Madison,WI,USA;North_America"	43.075	-89.417	mosquito_larval_water	lab	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R2A	28	99.97	0.53	4850065	112	43304	959184	55.8	4549	285671	4628592	141	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B	GCF_007035645.1	98.25	0.91	98.25	0.91	GCA_037151535.1	JBBCNY000000000	SAMN37642655
HN091	UW-2	07-Jul-22	19-Aug-22	NA	Coon_Kerri	25-Jun-21	"Madison,WI,USA;North_America"	43.075	-89.417	mosquito_larval_water	lab	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R2A	28	99.97	0.53	4849974	108	44907	959184	55.8	4551	304348	4242200	130	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B	GCF_007035645.1	98.23	0.91	98.23	0.91	GCA_037151455.1	JBBCNZ000000000	SAMN37642656
HN093	UW-2	07-Jul-22	19-Aug-22	NA	Coon_Kerri	25-Jun-21	"Madison,WI,USA;North_America"	43.075	-89.417	mosquito_larval_water	lab	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LB	28	100	0.41	4080438	150	27202	487325	38.8	3917	172900	3328817	122	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter pittii	GCF_000369045.1	96.93	0.93	96.93	0.93	GCA_037151515.1	JBBCOA000000000	SAMN37642657
HN099	UW-2	07-Jul-22	19-Aug-22	NA	Coon_Kerri	25-Jun-21	"Madison,WI,USA;North_America"	43.075	-89.417	mosquito_larval_water	lab	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LB	28	100	0.41	4043808	153	26430	422597	38.8	3865	179263	2596485	96	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter pittii	GCF_000369045.1	96.97	0.92	96.97	0.92	GCA_037151435.1	JBBCOB000000000	SAMN37642658
