#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
HN120_contigs.fa	contig00001	1441057	1442463	-	VFG048968(gb|WP_012541090)	1-1407/1407	===============	0/0	100.00	85.64	VFDB_full		VFG048968(gb|WP_012541090) (gndA) NADP-dependent phosphogluconate dehydrogenase [Capsule (VF0560) - Immune modulation (VFC0258)] [Klebsiella pneumoniae 342]	
HN120_contigs.fa	contig00001	1456237	1457093	-	VFG048792(gb|WP_024188874)	7-863/891	===============	0/0	96.18	83.55	VFDB_full		VFG048792(gb|WP_024188874) (galF) GalU regulator GalF [Capsule (VF0560) - Immune modulation (VFC0258)] [Klebsiella pneumoniae 342]	
HN120_contigs.fa	contig00001	1624783	1625429	+	VFG049018(gb|WP_002913007)	1-647/651	===============	0/0	99.39	87.17	VFDB_full		VFG049018(gb|WP_002913007) (rcsB) transcriptional regulator RcsB [RcsAB (VF0571) - Regulation (VFC0301)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
HN120_contigs.fa	contig00001	1727747	1728171	-	VFG049292(gb|WP_014838282)	13-437/456	===============	0/0	93.20	81.41	VFDB_full		VFG049292(gb|WP_014838282) (impF) type VI secretion system baseplate subunit TssE [T6SS-III (VF0784) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]	
HN120_contigs.fa	contig00001	1728706	1729791	-	VFG048773(gb|WP_014229647)	1-1086/1086	===============	0/0	100.00	83.06	VFDB_full		VFG048773(gb|WP_014229647) (tssG) type VI secretion system baseplate subunit TssG [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]	
HN120_contigs.fa	contig00001	1729755	1731509	-	VFG048764(gb|WP_014838697)	1-1755/1755	===============	0/0	100.00	88.72	VFDB_full		VFG048764(gb|WP_014838697) (tssF) type VI secretion system baseplate subunit TssF [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]	
HN120_contigs.fa	contig00001	1749794	1750285	-	VFG048679(gb|WP_014838711)	1-492/492	===============	0/0	100.00	92.28	VFDB_full		VFG048679(gb|WP_014838711) (hcp/tssD) type VI secretion system protein Hcp family [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]	
HN120_contigs.fa	contig00001	1750306	1751997	-	VFG048669(gb|WP_014229669)	1-1698/1713	========/======	1/6	98.77	83.16	VFDB_full		VFG048669(gb|WP_014229669) (ompA) OmpA family protein [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca KCTC 1686]	
HN120_contigs.fa	contig00001	1751994	1752683	-	VFG048657(gb|WP_014838713)	1-690/690	===============	0/0	100.00	81.74	VFDB_full		VFG048657(gb|WP_014838713) (dotU/tssL) type VI secretion system protein DotU/TssL family [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]	
HN120_contigs.fa	contig00001	1752680	1754020	-	VFG048646(gb|WP_014838714)	1-1341/1341	===============	0/0	100.00	80.76	VFDB_full		VFG048646(gb|WP_014838714) (vasE/tssK) type VI secretion system baseplate subunit TssK [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]	
HN120_contigs.fa	contig00002	180672	183814	-	VFG049139(gb|WP_008805437)	1-3143/3147	========/======	2/6	99.78	85.73	VFDB_full		VFG049139(gb|WP_008805437) (acrB) acriflavine resistance protein B [AcrAB (VF0568) - Antimicrobial activity/Competitive advantage (VFC0325)] [Klebsiella pneumoniae 342]	
HN120_contigs.fa	contig00002	183837	185030	-	VFG049126(gb|WP_004136054)	1-1194/1194	========/======	3/6	99.75	81.29	VFDB_full		VFG049126(gb|WP_004136054) (acrA) acriflavine resistance protein A [AcrAB (VF0568) - Antimicrobial activity/Competitive advantage (VFC0325)] [Klebsiella oxytoca KCTC 1686]	
HN120_contigs.fa	contig00002	319999	322239	-	VFG048518(gb|WP_012737617)	1-2229/2229	========/======	11/44	99.28	82.41	VFDB_full		VFG048518(gb|WP_012737617) (fepA) outer membrane receptor FepA [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
HN120_contigs.fa	contig00002	327766	328538	-	VFG048487(gb|WP_002893737)	14-786/795	========/======	2/2	97.11	82.82	VFDB_full		VFG048487(gb|WP_002893737) (fepC) iron-enterobactin transporter ATP-binding protein [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae MGH 78578]	
HN120_contigs.fa	contig00002	329543	330541	-	VFG048462(gb|WP_014228353)	1-1002/1008	========/======	3/5	99.01	83.45	VFDB_full		VFG048462(gb|WP_014228353) (fepD) iron-enterobactin transporter membrane protein [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella oxytoca KCTC 1686]	
HN120_contigs.fa	contig00002	330650	331843	+	VFG048460(gb|WP_008805583)	1-1191/1242	========/======	5/7	95.73	81.44	VFDB_full		VFG048460(gb|WP_008805583) (entS) enterobactin exporter EntS [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella variicola At-22]	
HN120_contigs.fa	contig00002	334308	335912	+	VFG048430(gb|WP_012968726)	4-1608/1608	========/======	2/2	99.75	81.94	VFDB_full		VFG048430(gb|WP_012968726) (entE) enterobactin synthase subunit E [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella variicola At-22]	
HN120_contigs.fa	contig00002	335923	336773	+	VFG048418(gb|WP_012068427)	1-848/852	========/======	4/9	99.18	85.25	VFDB_full		VFG048418(gb|WP_012068427) (entB) 23-dihydro-23-dihydroxybenzoate synthetase isochroismatase [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae MGH 78578]	
HN120_contigs.fa	contig00002	336779	337529	+	VFG048405(gb|YP_005225749)	6-756/756	========/======	4/6	98.94	82.23	VFDB_full		VFG048405(gb|YP_005225749) (entA) 23-dihydroxybenzoate-23-dehydrogenase [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae HS11286]	
HN120_contigs.fa	contig00002	410034	410470	-	VFG000478(gb|NP_459678)	1-437/453	===============	0/0	96.47	84.67	VFDB_full		VFG000478(gb|NP_459678) (fur) ferric iron uptake transcriptional regulator [Fur (VF0113) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
HN120_contigs.fa	contig00005	114989	115980	+	VFG000477(gb|NP_461845)	2-993/993	========/======	2/2	99.80	90.13	VFDB_full		VFG000477(gb|NP_461845) (rpoS) RNA polymerase sigma factor RpoS [RpoS (VF0112) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
HN120_contigs.fa	contig00005	252789	255362	+	VFG049194(gb|WP_004150973)	1-2574/2574	===============	0/0	100.00	86.95	VFDB_full		VFG049194(gb|WP_004150973) (clpV) ATP-dependent chaperone ClpB [T6SS-II (VF0783) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae JM45]	
HN121_contigs.fa	contig00001	104036	105456	+	VFG051074(gb|WP_001066523.1)	61-1481/1482	===============	0/0	95.88	80.93	VFDB_full		VFG051074(gb|WP_001066523.1) (tssC) type VI secretion system contractile sheath large subunit [T6SS (VF1337) - Effector delivery system (VFC0086)] [Acinetobacter baumannii BJAB0715]	
HN121_contigs.fa	contig00001	105503	106006	+	VFG051043(gb|YP_001084326.1)	1-504/504	===============	0/0	100.00	80.36	VFDB_full		VFG051043(gb|YP_001084326.1) (hcp/tssD) type VI secretion system tube protein Hcp [T6SS (VF1337) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ATCC 17978]	
HN121_contigs.fa	contig00004	31772	32817	+	VFG038182(gb|WP_000777875)	1-1046/1071	===============	0/0	97.67	87.28	VFDB_full		VFG038182(gb|WP_000777875) (ompA) outer membrane protein OmpA [OmpA (VF0464) - Immune modulation (VFC0258)] [Acinetobacter baumannii D1279779]	
HN121_contigs.fa	contig00004	64737	65453	+	VFG038223(gb|WP_000076440)	1-717/717	===============	0/0	100.00	83.12	VFDB_full		VFG038223(gb|WP_000076440) (bfmR) biofilm-controlling response regulator [BfmRS (VF0463) - Regulation (VFC0301)] [Acinetobacter baumannii BJAB0715]	
HN121_contigs.fa	contig00006	126871	127760	+	VFG037827(gb|WP_000240700)	1-890/903	===============	0/0	98.56	80.00	VFDB_full		VFG037827(gb|WP_000240700) (lpxC) UDP-3-O-acyl-N-acetylglucosamine deacetylase [LPS (VF0466) - Immune modulation (VFC0258)] [Acinetobacter baumannii BJAB0868]	
HN122_contigs.fa	contig00001	104097	105517	+	VFG051074(gb|WP_001066523.1)	61-1481/1482	===============	0/0	95.88	81.00	VFDB_full		VFG051074(gb|WP_001066523.1) (tssC) type VI secretion system contractile sheath large subunit [T6SS (VF1337) - Effector delivery system (VFC0086)] [Acinetobacter baumannii BJAB0715]	
HN122_contigs.fa	contig00001	105564	106067	+	VFG051043(gb|YP_001084326.1)	1-504/504	===============	0/0	100.00	80.36	VFDB_full		VFG051043(gb|YP_001084326.1) (hcp/tssD) type VI secretion system tube protein Hcp [T6SS (VF1337) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ATCC 17978]	
HN122_contigs.fa	contig00004	31757	32802	+	VFG038182(gb|WP_000777875)	1-1046/1071	===============	0/0	97.67	87.28	VFDB_full		VFG038182(gb|WP_000777875) (ompA) outer membrane protein OmpA [OmpA (VF0464) - Immune modulation (VFC0258)] [Acinetobacter baumannii D1279779]	
HN122_contigs.fa	contig00004	64721	65437	+	VFG038223(gb|WP_000076440)	1-717/717	===============	0/0	100.00	82.71	VFDB_full		VFG038223(gb|WP_000076440) (bfmR) biofilm-controlling response regulator [BfmRS (VF0463) - Regulation (VFC0301)] [Acinetobacter baumannii BJAB0715]	
HN122_contigs.fa	contig00007	125848	126737	+	VFG037827(gb|WP_000240700)	1-890/903	===============	0/0	98.56	80.00	VFDB_full		VFG037827(gb|WP_000240700) (lpxC) UDP-3-O-acyl-N-acetylglucosamine deacetylase [LPS (VF0466) - Immune modulation (VFC0258)] [Acinetobacter baumannii BJAB0868]	
HN123_contigs.fa	contig00002	447348	448408	+	VFG050395(gb|YP_005797773.1)	8-1068/1068	========/======	2/2	99.25	82.96	VFDB_full		VFG050395(gb|YP_005797773.1) (pilT) type IV pilus twitching motility protein PilT [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii TCDC-AB0715]	
HN123_contigs.fa	contig00003	116242	117144	+	VFG037827(gb|WP_000240700)	1-903/903	========/======	2/2	99.89	81.53	VFDB_full		VFG037827(gb|WP_000240700) (lpxC) UDP-3-O-acyl-N-acetylglucosamine deacetylase [LPS (VF0466) - Immune modulation (VFC0258)] [Acinetobacter baumannii BJAB0868]	
HN123_contigs.fa	contig00004	183518	183901	-	VFG050625(gb|WP_000389061.1)	1-384/384	===============	0/0	100.00	82.03	VFDB_full		VFG050625(gb|WP_000389061.1) (pilG) twitching motility response regulator PilG [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU]	
HN123_contigs.fa	contig00004	205271	206322	-	VFG038174(gb|WP_000777885)	1-1037/1062	========/======	7/33	96.80	85.20	VFDB_full		VFG038174(gb|WP_000777885) (ompA) outer membrane protein OmpA [OmpA (VF0464) - Immune modulation (VFC0258)] [Acinetobacter baumannii AB0057]	
HN123_contigs.fa	contig00004	280717	281580	+	VFG037938(gb|WP_000104825)	6-869/873	===============	0/0	98.97	81.60	VFDB_full		VFG037938(gb|WP_000104825) (rfbA) glucose-1-phosphate thymidylyltransferase RfbA [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii TYTH-1]	
HN123_contigs.fa	contig00004	314598	315333	-	VFG050418(gb|WP_004738086.1)	66-801/801	.=======/======	2/2	91.76	80.46	VFDB_full		VFG050418(gb|WP_004738086.1) (pilF) type IV pilus biogenesis/stability protein PilW [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii BJAB0715]	
HN123_contigs.fa	contig00007	120949	121658	-	VFG038228(gb|WP_000076440)	1-710/717	===============	0/0	99.02	87.04	VFDB_full		VFG038228(gb|WP_000076440) (bfmR) biofilm-controlling response regulator [BfmRS (VF0463) - Regulation (VFC0301)] [Acinetobacter baumannii SDF]	
HN123_contigs.fa	contig00010	101115	102605	+	VFG050755(gb|WP_001166321.1)	1-1491/1491	===============	0/0	100.00	80.15	VFDB_full		VFG050755(gb|WP_001166321.1) (gspE1) general secretion pathway protein E [T2SS (VF1335) - Effector delivery system (VFC0086)] [Acinetobacter baumannii AB0057]	
HN123_contigs.fa	contig00011	23371	24722	+	VFG037851(gb|WP_000209932)	13-1364/1371	===============	0/0	98.61	81.06	VFDB_full		VFG037851(gb|WP_000209932) (ABBFA_RS17100) phosphomannomutase/phosphoglucomutase [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii AB307-0294]	
HN123_contigs.fa	contig00011	33519	34111	-	VFG037974(gb|WP_000919783)	7-599/615	========/======	2/6	95.93	80.37	VFDB_full		VFG037974(gb|WP_000919783) (ABAYE_RS18890) sugar transferase [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii AYE]	
HN123_contigs.fa	contig00011	40208	41044	-	VFG037943(gb|YP_001083152)	1-837/879	========/======	2/4	94.99	82.60	VFDB_full		VFG037943(gb|YP_001083152) (A1S_0055) WecE protein [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii ATCC 17978]	
HN123_contigs.fa	contig00011	41247	41825	-	VFG037928(gb|YP_001083151)	1-579/579	===============	0/0	100.00	85.15	VFDB_full		VFG037928(gb|YP_001083151) (A1S_0054) WbbJ protein [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii ATCC 17978]	
HN123_contigs.fa	contig00011	41822	42679	-	VFG037913(gb|YP_001083150)	1-858/858	===============	0/0	100.00	87.06	VFDB_full		VFG037913(gb|YP_001083150) (A1S_0053) MviM protein [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii ATCC 17978]	
HN124_contigs.fa	contig00001	194643	195983	+	VFG048646(gb|WP_014838714)	1-1341/1341	===============	0/0	100.00	80.76	VFDB_full		VFG048646(gb|WP_014838714) (vasE/tssK) type VI secretion system baseplate subunit TssK [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]	
HN124_contigs.fa	contig00001	195980	196669	+	VFG048657(gb|WP_014838713)	1-690/690	===============	0/0	100.00	81.74	VFDB_full		VFG048657(gb|WP_014838713) (dotU/tssL) type VI secretion system protein DotU/TssL family [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]	
HN124_contigs.fa	contig00001	196666	198357	+	VFG048669(gb|WP_014229669)	1-1698/1713	========/======	1/6	98.77	83.16	VFDB_full		VFG048669(gb|WP_014229669) (ompA) OmpA family protein [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca KCTC 1686]	
HN124_contigs.fa	contig00001	198378	198869	+	VFG048679(gb|WP_014838711)	1-492/492	===============	0/0	100.00	92.28	VFDB_full		VFG048679(gb|WP_014838711) (hcp/tssD) type VI secretion system protein Hcp family [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]	
HN124_contigs.fa	contig00001	217154	218908	+	VFG048764(gb|WP_014838697)	1-1755/1755	===============	0/0	100.00	88.72	VFDB_full		VFG048764(gb|WP_014838697) (tssF) type VI secretion system baseplate subunit TssF [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]	
HN124_contigs.fa	contig00001	218872	219957	+	VFG048773(gb|WP_014229647)	1-1086/1086	===============	0/0	100.00	83.06	VFDB_full		VFG048773(gb|WP_014229647) (tssG) type VI secretion system baseplate subunit TssG [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]	
HN124_contigs.fa	contig00001	220492	220916	+	VFG049292(gb|WP_014838282)	13-437/456	===============	0/0	93.20	81.41	VFDB_full		VFG049292(gb|WP_014838282) (impF) type VI secretion system baseplate subunit TssE [T6SS-III (VF0784) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]	
HN124_contigs.fa	contig00001	323234	323880	-	VFG049018(gb|WP_002913007)	1-647/651	===============	0/0	99.39	87.17	VFDB_full		VFG049018(gb|WP_002913007) (rcsB) transcriptional regulator RcsB [RcsAB (VF0571) - Regulation (VFC0301)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
HN124_contigs.fa	contig00001	491570	492426	+	VFG048792(gb|WP_024188874)	7-863/891	===============	0/0	96.18	83.55	VFDB_full		VFG048792(gb|WP_024188874) (galF) GalU regulator GalF [Capsule (VF0560) - Immune modulation (VFC0258)] [Klebsiella pneumoniae 342]	
HN124_contigs.fa	contig00001	506200	507606	+	VFG048968(gb|WP_012541090)	1-1407/1407	===============	0/0	100.00	85.64	VFDB_full		VFG048968(gb|WP_012541090) (gndA) NADP-dependent phosphogluconate dehydrogenase [Capsule (VF0560) - Immune modulation (VFC0258)] [Klebsiella pneumoniae 342]	
HN124_contigs.fa	contig00001	587852	588117	-	VFG043067(gb|NP_460933)	1-266/270	===============	0/0	98.52	82.71	VFDB_full		VFG043067(gb|NP_460933) (fliQ) flagellar export apparatus protein FliQ [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
HN124_contigs.fa	contig00001	588128	588768	-	VFG043117(gb|WP_001253441)	97-737/738	.==============	0/0	86.86	84.40	VFDB_full		VFG043117(gb|WP_001253441) (fliP) flagellar type III secretion system pore protein FliP [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]	
HN124_contigs.fa	contig00001	589242	589654	-	VFG043115(gb|WP_001282098)	1-413/414	===============	0/0	99.76	84.75	VFDB_full		VFG043115(gb|WP_001282098) (fliN) flagellar motor switch protein FliN [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]	
HN124_contigs.fa	contig00001	589651	590655	-	VFG043063(gb|NP_460929)	1-1005/1005	===============	0/0	100.00	85.08	VFDB_full		VFG043063(gb|NP_460929) (fliM) flagellar motor switch protein FliM [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
HN124_contigs.fa	contig00001	592937	594298	-	VFG043110(gb|WP_000213294)	1-1362/1374	===============	0/0	99.13	81.20	VFDB_full		VFG043110(gb|WP_000213294) (fliI) flagellum-specific ATP synthase FliI [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]	
HN124_contigs.fa	contig00001	594998	595996	-	VFG043057(gb|NP_460923)	1-996/996	========/======	1/3	100.00	88.89	VFDB_full		VFG043057(gb|NP_460923) (fliG) flagellar motor switch protein FliG [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
HN124_contigs.fa	contig00001	597900	598210	+	VFG043106(gb|WP_001274299)	7-314/315	========/======	2/5	97.46	80.13	VFDB_full		VFG043106(gb|WP_001274299) (fliE) flagellar hook-basal body complex protein FliE [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]	
HN124_contigs.fa	contig00001	605195	605914	+	VFG043049(gb|NP_460909)	1-720/720	===============	0/0	100.00	87.08	VFDB_full		VFG043049(gb|NP_460909) (fliA) RNA polymerase sigma factor FliA [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
HN124_contigs.fa	contig00001	606607	607407	+	VFG043099(gb|WP_001302033)	1-801/801	========/======	2/6	99.63	83.71	VFDB_full		VFG043099(gb|WP_001302033) (tcyJ) cystine ABC transporter substrate-binding protein [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]	
HN124_contigs.fa	contig00001	636342	636921	+	VFG043045(gb|NP_460881)	6-585/585	===============	0/0	99.15	84.83	VFDB_full		VFG043045(gb|NP_460881) (flhC) regulator of flagellar biosynthesis [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
HN124_contigs.fa	contig00001	637045	637932	+	VFG043044(gb|NP_460880)	1-888/888	===============	0/0	100.00	83.90	VFDB_full		VFG043044(gb|NP_460880) (motA) flagellar motor stator protein MotA [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
HN124_contigs.fa	contig00001	640919	641421	+	VFG043041(gb|NP_460877)	1-503/504	===============	0/0	99.80	82.31	VFDB_full		VFG043041(gb|NP_460877) (cheW) chemotaxis protein CheW [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
HN124_contigs.fa	contig00001	651864	652730	+	VFG043039(gb|NP_460875)	1-867/867	===============	0/0	100.00	81.43	VFDB_full		VFG043039(gb|NP_460875) (cheR) chemotaxis protein-glutamate O-methyltransferase [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
HN124_contigs.fa	contig00001	652727	653776	+	VFG043038(gb|NP_460874)	1-1050/1050	===============	0/0	100.00	83.52	VFDB_full		VFG043038(gb|NP_460874) (cheB) chemotaxis response regulator protein-glutamate methylesterase [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
HN124_contigs.fa	contig00001	653794	654183	+	VFG043037(gb|NP_460873)	1-390/390	===============	0/0	100.00	84.61	VFDB_full		VFG043037(gb|NP_460873) (cheY) two-component system response regulator [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
HN124_contigs.fa	contig00001	654194	654834	+	VFG043036(gb|NP_460872)	1-641/645	===============	0/0	99.38	81.90	VFDB_full		VFG043036(gb|NP_460872) (cheZ) protein phosphatase CheZ [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
HN124_contigs.fa	contig00001	661648	663726	+	VFG043034(gb|NP_460870)	1-2079/2079	===============	0/0	100.00	82.39	VFDB_full		VFG043034(gb|NP_460870) (flhA) flagellar biosynthesis protein FlhA [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
HN124_contigs.fa	contig00001	1744386	1745060	+	VFG000475(gb|NP_460201)	1-675/675	===============	0/0	100.00	81.63	VFDB_full		VFG000475(gb|NP_460201) (phoP) response regulator in two-component regulatory system with PhoQ [PhoPQ (VF0111) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
HN124_contigs.fa	contig00001	1807248	1808316	-	VFG043029(gb|NP_460152)	28-1096/1098	========/======	2/2	97.27	80.28	VFDB_full		VFG043029(gb|NP_460152) (flgI) flagellar biosynthesis protein FlgA [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
HN124_contigs.fa	contig00001	1808356	1809054	-	VFG043080(gb|WP_001295442)	1-699/699	========/======	2/4	99.71	80.17	VFDB_full		VFG043080(gb|WP_001295442) (flgH) flagellar basal body L-ring protein FlgH [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]	
HN124_contigs.fa	contig00001	1809112	1809894	-	VFG043027(gb|NP_460150)	1-783/783	===============	0/0	100.00	87.36	VFDB_full		VFG043027(gb|NP_460150) (flgG) flagellar basal-body rod protein FlgG [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
HN124_contigs.fa	contig00001	1812681	1813085	-	VFG043075(gb|WP_001196460)	1-405/405	===============	0/0	100.00	81.48	VFDB_full		VFG043075(gb|WP_001196460) (flgC) flagellar basal body rod protein FlgC [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]	
HN124_contigs.fa	contig00001	1840593	1841426	+	VFG018376(gb|WP_001137620)	1-834/834	===============	0/0	100.00	80.69	VFDB_full		VFG018376(gb|WP_001137620) (csgG) curli production assembly/transport protein CsgG [Agf (VF0103) - Adherence (VFC0001)] [Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7]	
HN124_contigs.fa	contig00002	323736	324172	+	VFG000478(gb|NP_459678)	1-437/453	===============	0/0	96.47	84.67	VFDB_full		VFG000478(gb|NP_459678) (fur) ferric iron uptake transcriptional regulator [Fur (VF0113) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
HN124_contigs.fa	contig00002	396677	397427	-	VFG048405(gb|YP_005225749)	6-756/756	========/======	4/6	98.94	82.23	VFDB_full		VFG048405(gb|YP_005225749) (entA) 23-dihydroxybenzoate-23-dehydrogenase [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae HS11286]	
HN124_contigs.fa	contig00002	397433	398283	-	VFG048418(gb|WP_012068427)	1-848/852	========/======	4/9	99.18	85.25	VFDB_full		VFG048418(gb|WP_012068427) (entB) 23-dihydro-23-dihydroxybenzoate synthetase isochroismatase [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae MGH 78578]	
HN124_contigs.fa	contig00002	398294	399898	-	VFG048430(gb|WP_012968726)	4-1608/1608	========/======	2/2	99.75	81.94	VFDB_full		VFG048430(gb|WP_012968726) (entE) enterobactin synthase subunit E [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella variicola At-22]	
HN124_contigs.fa	contig00002	402363	403556	-	VFG048460(gb|WP_008805583)	1-1191/1242	========/======	5/7	95.73	81.44	VFDB_full		VFG048460(gb|WP_008805583) (entS) enterobactin exporter EntS [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella variicola At-22]	
HN124_contigs.fa	contig00002	403665	404663	+	VFG048462(gb|WP_014228353)	1-1002/1008	========/======	3/5	99.01	83.45	VFDB_full		VFG048462(gb|WP_014228353) (fepD) iron-enterobactin transporter membrane protein [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella oxytoca KCTC 1686]	
HN124_contigs.fa	contig00002	405668	406440	+	VFG048487(gb|WP_002893737)	14-786/795	========/======	2/2	97.11	82.82	VFDB_full		VFG048487(gb|WP_002893737) (fepC) iron-enterobactin transporter ATP-binding protein [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae MGH 78578]	
HN124_contigs.fa	contig00002	411967	414207	+	VFG048518(gb|WP_012737617)	1-2229/2229	========/======	11/44	99.28	82.41	VFDB_full		VFG048518(gb|WP_012737617) (fepA) outer membrane receptor FepA [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
HN124_contigs.fa	contig00002	549176	550369	+	VFG049126(gb|WP_004136054)	1-1194/1194	========/======	3/6	99.75	81.29	VFDB_full		VFG049126(gb|WP_004136054) (acrA) acriflavine resistance protein A [AcrAB (VF0568) - Antimicrobial activity/Competitive advantage (VFC0325)] [Klebsiella oxytoca KCTC 1686]	
